Last Name,First Name,Course Name,Schedule Start,Period Start,Room Name,Lunch Name,Term Start
Tre,McC,Advisory,A,Advisory,4112,,Qtr4
Tre,McC,Career Seminar 1,B,4,1101,,Qtr4
Tre,McC,Chemistry,B,3,2304,A Lunch,Qtr4
Tre,McC,Critical Ethnic Studies,B,2,4414,,Qtr4
Tre,McC,Integrated Math II Standards,A,4,3420,,Qtr4
Tre,McC,Late Start,A,1,,,Qtr4
Tre,McC,Late Start,B,1,,,Qtr4
Tre,McC,Reading Standards 6,A,3,4112,C Lunch,Qtr4
Tre,McC,Skills for Coll & Car Readi 1,A,2,4112,,Qtr4
Pen,McC,Advisory Grade 9,A,Advisory,1303,,Qtr4
Pen,McC,Biology,B,2,1203,,Qtr4
Pen,McC,"Ceramics, Beginning",B,1,1308,,Qtr4
Pen,McC,Culinary Arts 1,A,4,1414,,Qtr4
Pen,McC,Integrated Math I,A,2,4410,,Qtr4
Pen,McC,Marketing,A,1,3408,,Qtr4
Pen,McC,Quest English 9,A,3,3106,B Lunch,Qtr4
Pen,McC,Spanish 2,B,3,4109,C Lunch,Qtr4
Pen,McC,World History,B,4,3404,,Qtr4
Ava,McD,Advisory Grade 9,A,Advisory,4402,,Qtr4
Ava,McD,Biology,B,2,1203,,Qtr4
Ava,McD,Individual & Team Sports,A,4,1501,,Qtr4
Ava,McD,Integrated Math I,A,2,4410,,Qtr4
Ava,McD,Integrated Math I Standards,B,4,1104,,Qtr4
Ava,McD,Quest English 9,A,3,3106,B Lunch,Qtr4
Ava,McD,Reading Standards 5,B,3,3409,B Lunch,Qtr4
Ava,McD,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Ava,McD,World History,A,1,3404,,Qtr4
Zah,Moh,Advisory Grade 12,A,Advisory,4417,,Qtr4
Zah,Moh,"Drawing, Beginning",B,4,1303,,Qtr4
Zah,Moh,Health: Individual & Community,B,1,1415,,Qtr4
Zah,Moh,IB DP Math Applications SL1,A,1,4404,,Qtr4
Zah,Moh,Mixed Media,A,4,1303,,Qtr4
Zah,Moh,Physics,B,2,2405,,Qtr4
Zah,Moh,Quest Science Fiction,A,3,3102,B Lunch,Qtr4
Zah,Moh,US Government,B,3,3407,B Lunch,Qtr4
Zah,Moh,Volleyball,A,2,1501,,Qtr4
Luc,Moo,Advisory Grade 10,A,Advisory,1308,,Qtr4
Luc,Moo,Critical Ethnic Studies,B,2,4414,,Qtr4
Luc,Moo,Eng Lang Development 10,A,4,2403,,Qtr4
Luc,Moo,Integrated Math II Standards,A,1,3420,,Qtr4
Luc,Moo,Reading Standards 5,B,3,3409,B Lunch,Qtr4
Luc,Moo,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Luc,Moo,Soccer,B,4,1501,,Qtr4
Luc,Moo,Strength & Fitness Training,A,2,1117,,Qtr4
Luc,Moo,US History Standards,A,3,4414,C Lunch,Qtr4
Kie,Moo,Advisory Grade 10,A,Advisory,4406,,Qtr4
Kie,Moo,Chemistry,B,1,2307,,Qtr4
Kie,Moo,Critical Ethnic Studies,A,1,2408,,Qtr4
Kie,Moo,Integrated Math II,B,4,4403,,Qtr4
Kie,Moo,Personal Finance 10-12,A,3,3408,B Lunch,Qtr4
Kie,Moo,Quest English 10,A,2,3108,,Qtr4
Kie,Moo,Reading Standards 5,B,3,3409,B Lunch,Qtr4
Kie,Moo,Skills for Coll & Car Readi 1,A,4,4112,,Qtr4
Kie,Moo,Spanish 1,B,2,4106,,Qtr4
Kam,Moo,Advisory,A,Advisory,4112,,Qtr4
Kam,Moo,Biology Standards,A,1,4104,,Qtr4
Kam,Moo,Chemistry Standards,A,2,4104,,Qtr4
Kam,Moo,Critical Ethnic Studies,B,2,4414,,Qtr4
Kam,Moo,"Drawing, Beginning",B,3,1303,A Lunch,Qtr4
Kam,Moo,Integrated Math III Standards,A,4,4401,,Qtr4
Kam,Moo,"Music Production, Beginning",B,4,1119,,Qtr4
Kam,Moo,Reading Standards 6,A,3,4112,C Lunch,Qtr4
Kam,Moo,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Dar,Mor,Advisory Grade 9,A,Advisory,3402,,Qtr4
Dar,Mor,Biology,B,2,1203,,Qtr4
Dar,Mor,Chinese 1,B,1,4103,,Qtr4
Dar,Mor,Individual & Team Sports,A,4,1501,,Qtr4
Dar,Mor,Integrated Math I,A,2,4410,,Qtr4
Dar,Mor,Quest English 9,A,3,3106,B Lunch,Qtr4
Dar,Mor,Reading Standards 5,B,4,3409,,Qtr4
Dar,Mor,Skills for Coll & Car Readi 1,A,1,3410,,Qtr4
Dar,Mor,World History,B,3,3404,B Lunch,Qtr4
Pet,Mur,Advisory Grade 9,A,Advisory,2406,,Qtr4
Pet,Mur,AVID 9,A,2,3105,,Qtr4
Pet,Mur,Biology,B,2,1203,,Qtr4
Pet,Mur,Integrated Math I,B,4,4417,,Qtr4
Pet,Mur,Quest English 9,B,3,3105,B Lunch,Qtr4
Pet,Mur,Skills for Coll & Car Readi 1,A,4,4112,,Qtr4
Pet,Mur,Spanish 1,B,1,4109,,Qtr4
Pet,Mur,"Ten/Bass (TB) Choir, Beginning",A,1,2501,,Qtr4
Pet,Mur,World History,A,3,3402,B Lunch,Qtr4
Luc,Nel,Advisory Grade 11,A,Advisory,3407,,Qtr4
Luc,Nel,AP US History,B,4,1317,,Qtr4
Luc,Nel,IB DP Chinese 5 HL,A,1,4103,,Qtr4
Luc,Nel,IB DP En A: Lan & Lit SL/HL 11,A,3,4114,C Lunch,Qtr4
Luc,Nel,Integrated Math III,A,2,4407,,Qtr4
Luc,Nel,MCTC Multicultural App to Educ,B,3,3415,C Lunch,Qtr4
Luc,Nel,Physics,B,2,2405,,Qtr4
Luc,Nel,Skills for Coll & Car Readi 1,A,4,3118,,Qtr4
Luc,Nel,"Sop/Alto (SA) Choir, Beginning",B,1,2501,,Qtr4
Dan,Nik,Advisory Grade 12,A,Advisory,4114,,Qtr4
Dan,Nik,Auto Technology 1,A,2,1214,,Qtr4
Dan,Nik,AVID 12,B,2,3103,,Qtr4
Dan,Nik,Early Release,A,4,,,Qtr4
Dan,Nik,Early Release,B,4,,,Qtr4
Dan,Nik,IB DP German 4 SL,A,1,4101,,Qtr4
Dan,Nik,Personal Finance 10-12,B,1,4405,,Qtr4
Dan,Nik,Quest Science Fiction,B,3,3102,B Lunch,Qtr4
Dan,Nik,Supplemental,B,5,,,Qtr4
Dan,Nik,US Government,A,3,3407,B Lunch,Qtr4
Sor,Ols,Advisory Grade 12,A,Advisory,1119,,Qtr4
Sor,Ols,Early Release,B,3,,,Qtr4
Sor,Ols,Early Release,B,4,,,Qtr4
Sor,Ols,Economics,A,1,3407,,Qtr4
Sor,Ols,Individual & Team Sports,A,4,1501,,Qtr4
Sor,Ols,Late Start,B,1,,,Qtr4
Sor,Ols,Late Start,B,2,,,Qtr4
Sor,Ols,Quest Science Fiction,A,2,3102,,Qtr4
Sor,Ols,Skills for Coll & Car Readi 1,A,3,4104,,Qtr4
Sor,Ols,Supplemental,B,5,,,Qtr4
Mak,Owe,Advisory Grade 10,A,Advisory,1202,,Qtr4
Mak,Owe,Auto Maint and Light Repair 1,B,3,,,Qtr4
Mak,Owe,Chemistry,A,2,2307,,Qtr4
Mak,Owe,French 1,B,1,4108,,Qtr4
Mak,Owe,Individual & Team Sports,A,4,1501,,Qtr4
Mak,Owe,Integrated Math II Standards,A,1,3420,,Qtr4
Mak,Owe,Reading Standards 6,A,3,4112,C Lunch,Qtr4
Mak,Owe,Skills for Coll & Car Readi 1,B,2,4104,,Qtr4
Rom,Owe,Advisory Grade 10,A,Advisory,1202,,Qtr4
Rom,Owe,Auto Technology 1,A,2,1214,,Qtr4
Rom,Owe,Chemistry,A,1,2307,,Qtr4
Rom,Owe,Critical Ethnic Studies,B,4,2403,,Qtr4
Rom,Owe,Integrated Math II,B,3,4403,D Lunch,Qtr4
Rom,Owe,Integrated Math II Standards,A,4,3420,,Qtr4
Rom,Owe,Quest English 10,B,2,3415,,Qtr4
Rom,Owe,Reading Standards 6,A,3,4112,C Lunch,Qtr4
Rom,Owe,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Fir,Pau,Advisory Grade 9,A,Advisory,2306,,Qtr4
Fir,Pau,AVID 9,A,2,3105,,Qtr4
Fir,Pau,Biology,A,3,2304,A Lunch,Qtr4
Fir,Pau,Eng Lang Development 9,A,1,2403,,Qtr4
Fir,Pau,Integrated Math I,B,3,4410,D Lunch,Qtr4
Fir,Pau,Psychology,B,1,3405,,Qtr4
Fir,Pau,Quest English 9,B,2,3105,,Qtr4
Fir,Pau,Skills for Coll & Car Readi 1,A,4,3118,,Qtr4
Fir,Pau,World History,B,4,3102,,Qtr4
Col,Pea,Advisory Grade 12,A,Advisory,4110,,Qtr4
Col,Pea,AP Macroeconomics,A,1,3101,,Qtr4
Col,Pea,Choir Honors,B,4,2501,,Qtr4
Col,Pea,Early Release,A,3,,,Qtr4
Col,Pea,Early Release,A,4,,,Qtr4
Col,Pea,IB DP German Imm 12: Lang A,B,1,4110,,Qtr4
Col,Pea,Pre Calculus,B,3,4409,D Lunch,Qtr4
Col,Pea,Quest World Literature,A,2,3415,,Qtr4
Col,Pea,Skills for Coll & Car Readi 1,B,2,4104,,Qtr4
Col,Pea,Supplemental,B,5,,,Qtr4
Ire,Phi,Advisory Grade 12,A,Advisory,3102,,Qtr4
Ire,Phi,AP Env Science,B,3,2311,A Lunch,Qtr4
Ire,Phi,Early Release,A,4,,,Qtr4
Ire,Phi,Economics,B,1,3407,,Qtr4
Ire,Phi,IB DP German Imm 11: Lang A,A,1,4110,,Qtr4
Ire,Phi,Quest Science Fiction,A,3,3102,B Lunch,Qtr4
Ire,Phi,Quest World Literature,B,4,3115,,Qtr4
Ire,Phi,Skills for Coll & Car Readi 1,A,2,4112,,Qtr4
Ire,Phi,Supplemental,B,5,,,Qtr4
Ire,Phi,US Government,B,2,3407,,Qtr4
Wya,Pie,Advisory Grade 9,A,Advisory,2405,,Qtr4
Wya,Pie,Biology,B,4,2304,,Qtr4
Wya,Pie,Chinese 1,B,1,4103,,Qtr4
Wya,Pie,IB MYP Freshman Foundations,A,2,2312,,Qtr4
Wya,Pie,Integrated Math I,B,3,4410,D Lunch,Qtr4
Wya,Pie,MindBody Fitness,A,1,1114,,Qtr4
Wya,Pie,Quest English 9,A,3,3106,B Lunch,Qtr4
Wya,Pie,Skills for Coll & Car Readi 1,A,4,3118,,Qtr4
Wya,Pie,"World History, Accelerated",B,2,3402,,Qtr4
Luc,Poi,Advisory Grade 12,A,Advisory,3107,,Qtr4
Luc,Poi,AP Statistics,A,1,4408,,Qtr4
Luc,Poi,"Drawing, Intermediate",A,2,1303,,Qtr4
Luc,Poi,Early Release,A,4,,,Qtr4
Luc,Poi,IB DP En A: Lan & Lit SL/HL 12,B,3,3104,B Lunch,Qtr4
Luc,Poi,Late Start,B,1,,,Qtr4
Luc,Poi,Skills for Coll & Car Readi 1,B,2,4104,,Qtr4
Luc,Poi,Supplemental,B,5,,,Qtr4
Luc,Poi,US Government,A,3,3407,B Lunch,Qtr4
Que,Pop,Advisory,A,Advisory,4104,,Qtr4
Que,Pop,Chemistry Standards,A,2,4104,,Qtr4
Que,Pop,Integrated Math III Standards,A,4,4401,,Qtr4
Que,Pop,Late Start,A,1,,,Qtr4
Que,Pop,Late Start,B,1,,,Qtr4
Que,Pop,Late Start,B,2,,,Qtr4
Que,Pop,Reading Standards 7,B,4,4112,,Qtr4
Que,Pop,Supplemental,B,5,,,Qtr4
Que,Pop,US History Standards,A,3,4414,C Lunch,Qtr4
Eli,Pra,Advisory Grade 12,A,Advisory,1203,,Qtr4
Eli,Pra,AP Statistics,B,4,4408,,Qtr4
Eli,Pra,"Ceramics, Advanced",B,2,1308,,Qtr4
Eli,Pra,CIS Intro to Computing Systems,B,3,101,C Lunch,Qtr4
Eli,Pra,Economics,B,1,3407,,Qtr4
Eli,Pra,IB DP French 4 SL,A,1,4108,,Qtr4
Eli,Pra,Quest Science Fiction,A,2,3102,,Qtr4
Eli,Pra,Studio Art II,A,4,1304,,Qtr4
Eli,Pra,Supplemental,B,5,,,Qtr4
Eli,Pra,US Government,A,3,3407,B Lunch,Qtr4
Kei,Pur,Advisory Grade 9,A,Advisory,2306,,Qtr4
Kei,Pur,Band Intermediate,B,3,2507,D Lunch,Qtr4
Kei,Pur,Biology,A,1,1203,,Qtr4
Kei,Pur,"Drafting, Beginning",B,2,1314,,Qtr4
Kei,Pur,German 1,B,1,4101,,Qtr4
Kei,Pur,Integrated Math III,B,4,4407,,Qtr4
Kei,Pur,"Painting, Beginning",A,2,1304,,Qtr4
Kei,Pur,Quest English 9,A,4,3115,,Qtr4
Kei,Pur,World History,A,3,3402,B Lunch,Qtr4
Kat,Ray,Advisory Grade 12,A,Advisory,3110,,Qtr4
Kat,Ray,"Ceramics, Advanced",B,2,1308,,Qtr4
Kat,Ray,Early Release,A,4,,,Qtr4
Kat,Ray,Early Release,B,4,,,Qtr4
Kat,Ray,Mixed Media,A,1,1303,,Qtr4
Kat,Ray,Quest Science Fiction,A,2,3102,,Qtr4
Kat,Ray,Reading Standards 6,B,1,4112,,Qtr4
Kat,Ray,Skills for Coll & Car Readi 1,A,3,4104,,Qtr4
Kat,Ray,Supplemental,B,5,,,Qtr4
Kat,Ray,US Government,B,3,3407,B Lunch,Qtr4
Wil,Rie,Advisory Grade 12,A,Advisory,1203,,Qtr4
Wil,Rie,"Drawing, Intermediate",A,2,1303,,Qtr4
Wil,Rie,IB DP Chinese 4 SL,A,1,4103,,Qtr4
Wil,Rie,Pre Calculus,B,1,4403,,Qtr4
Wil,Rie,PSEO: Eng 11/12 Crs Title-4c,B,5,,,Qtr4
Wil,Rie,Quest African Amer Literature,B,2,3104,,Qtr4
Wil,Rie,Supplemental,B,5,,,Qtr4
Aid,Rob,Advisory Grade 9,A,Advisory,2406,,Qtr4
Aid,Rob,Biology,B,2,1203,,Qtr4
Aid,Rob,GI- Writer's Workshop,A,3,4101,C Lunch,Qtr4
Aid,Rob,IB German Immersion 9,A,4,4110,,Qtr4
Aid,Rob,IB MYP Freshman Foundations,B,4,2507,,Qtr4
Aid,Rob,Integrated Math I,A,1,4417,,Qtr4
Aid,Rob,Quest English 9,A,2,3115,,Qtr4
Aid,Rob,Soccer,B,1,1501,,Qtr4
Aid,Rob,World History,B,3,3404,B Lunch,Qtr4
Eva,Rob,Advisory Grade 11,A,Advisory,3415,,Qtr4
Eva,Rob,Career Seminar 1,B,3,1101,,Qtr4
Eva,Rob,Early Release,B,4,,,Qtr4
Eva,Rob,Health: Individual & Community,A,1,1415,,Qtr4
Eva,Rob,Integrated Math III,B,1,4407,,Qtr4
Eva,Rob,Physics,B,2,2405,,Qtr4
Eva,Rob,Quest Science Fiction,A,2,3102,,Qtr4
Eva,Rob,Skills for Coll & Car Readi 1,A,3,4104,,Qtr4
Eva,Rob,US History Survey,A,4,1317,,Qtr4
Jim,Roj,Advisory,A,Advisory,1103,,Qtr4
Jim,Roj,Math Strategies,B,4,1104,,Qtr4
Jim,Roj,"Painting, Beginning",B,1,1304,,Qtr4
Jim,Roj,Physical Education / DAPE,A,3,,A Lunch,Qtr4
Jim,Roj,Reading Strategies,A,1,1103,,Qtr4
Jim,Roj,Science Strategies,A,2,1104,,Qtr4
Jim,Roj,Supplemental,B,5,,,Qtr4
Jim,Roj,Transition To Independence 1,A,4,1104,,Qtr4
Jim,Roj,Transition To Independence 1,B,2,1103,,Qtr4
Jim,Roj,Unified PE (11-12 only),B,3,1501,A Lunch,Qtr4
Col,Ron,Advisory Grade 9,A,Advisory,4402,,Qtr4
Col,Ron,Biology,A,1,1202,,Qtr4
Col,Ron,GI- Writer's Workshop,A,3,4101,C Lunch,Qtr4
Col,Ron,IB German Immersion 9,A,4,4110,,Qtr4
Col,Ron,Integrated Math I,A,2,4410,,Qtr4
Col,Ron,Intro to Business,B,4,3408,,Qtr4
Col,Ron,Quest English 9,B,1,3103,,Qtr4
Col,Ron,Skills for Coll & Car Readi 1,B,2,4104,,Qtr4
Col,Ron,"World History, Accelerated",B,3,3402,B Lunch,Qtr4
Eth,San,Advisory Grade 9,A,Advisory,1317,,Qtr4
Eth,San,Auto Technology 1,A,2,1214,,Qtr4
Eth,San,Biology,A,1,1203,,Qtr4
Eth,San,"Drafting, Beginning",B,2,1314,,Qtr4
Eth,San,GI- Writer's Workshop,A,3,4101,C Lunch,Qtr4
Eth,San,IB German Immersion 9,A,4,4110,,Qtr4
Eth,San,Integrated Math II,B,3,4403,D Lunch,Qtr4
Eth,San,Quest English 9,B,1,3103,,Qtr4
Eth,San,"World History, Accelerated",B,4,3403,,Qtr4
Sue,Say,Advisory Grade 9,A,Advisory,1318,,Qtr4
Sue,Say,Auto Technology 1,A,3,1214,D Lunch,Qtr4
Sue,Say,Biology,B,2,2304,,Qtr4
Sue,Say,Eng Lang Development 9,A,1,2403,,Qtr4
Sue,Say,Integrated Math I,B,1,4417,,Qtr4
Sue,Say,Quest English 9,A,2,3104,,Qtr4
Sue,Say,Reading Standards 5,B,3,3409,B Lunch,Qtr4
Sue,Say,Skills for Coll & Car Readi 1,A,4,4112,,Qtr4
Sue,Say,World History,B,4,3404,,Qtr4
Rya,Sch,Advisory Grade 9,A,Advisory,4402,,Qtr4
Rya,Sch,Biology,A,1,1202,,Qtr4
Rya,Sch,"Drafting, Beginning",B,2,1314,,Qtr4
Rya,Sch,"Drawing, Beginning",B,1,1303,,Qtr4
Rya,Sch,Integrated Math I,A,2,4410,,Qtr4
Rya,Sch,Latin 1,B,4,4105,,Qtr4
Rya,Sch,Quest English 9,A,3,3104,B Lunch,Qtr4
Rya,Sch,Skills for Coll & Car Readi 1,A,4,3118,,Qtr4
Rya,Sch,World History,B,3,3404,B Lunch,Qtr4
Tak,Sco,Advisory,A,Advisory,1103,,Qtr4
Tak,Sco,Math Strategies,B,1,1104,,Qtr4
Tak,Sco,Reading Strategies,A,1,1103,,Qtr4
Tak,Sco,Science Strategies,B,2,1104,,Qtr4
Tak,Sco,Social Studies Strategies,A,2,1103,,Qtr4
Tak,Sco,Steps 1,A,3,,,Qtr4
Tak,Sco,Steps 1,A,4,,,Qtr4
Tak,Sco,Steps 1,B,3,,,Qtr4
Tak,Sco,Steps 1,B,4,,,Qtr4
Tak,Sco,Supplemental,B,5,,,Qtr4
Bra,Sha,Advisory,A,Advisory,1103,,Qtr4
Bra,Sha,Career Seminar 1,B,3,1101,,Qtr4
Bra,Sha,Integrated Math II Standards,A,4,3420,,Qtr4
Bra,Sha,Reading Standards 6,A,3,4112,C Lunch,Qtr4
Bra,Sha,Social Studies Strategies,B,4,1103,,Qtr4
Bra,Sha,Steps 1,A,1,,,Qtr4
Bra,Sha,Steps 1,A,2,,,Qtr4
Bra,Sha,Steps 1,B,1,,,Qtr4
Bra,Sha,Steps 1,B,2,,,Qtr4
Rob,She,Advisory Grade 12,A,Advisory,3110,,Qtr4
Rob,She,Culinary Arts 1,A,4,1414,,Qtr4
Rob,She,Late Start,A,1,,,Qtr4
Rob,She,Late Start,B,1,,,Qtr4
Rob,She,"Painting, Beginning",A,2,1304,,Qtr4
Rob,She,Quest Science Fiction,B,3,3102,B Lunch,Qtr4
Rob,She,Skills for Coll & Car Readi 1,B,2,4104,,Qtr4
Rob,She,Soccer,B,4,1501,,Qtr4
Rob,She,Supplemental,B,5,,,Qtr4
Rob,She,US Government,A,3,3407,B Lunch,Qtr4
Sua,Sid,Advisory Grade 9,A,Advisory,1303,,Qtr4
Sua,Sid,Biology,A,1,2304,,Qtr4
Sua,Sid,Culinary Arts 1,A,4,1414,,Qtr4
Sua,Sid,Integrated Math I,A,2,4410,,Qtr4
Sua,Sid,Quest English 9,A,3,3106,B Lunch,Qtr4
Sua,Sid,Reading Standards 5,B,4,3409,,Qtr4
Sua,Sid,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Sua,Sid,Strength & Fitness Training,B,2,1117,,Qtr4
Sua,Sid,World History,B,3,3404,B Lunch,Qtr4
Kam,Smi,Advisory,A,Advisory,1104,,Qtr4
Kam,Smi,Math Strategies,B,1,1104,,Qtr4
Kam,Smi,Reading Strategies,A,1,1103,,Qtr4
Kam,Smi,Science Strategies,B,2,1104,,Qtr4
Kam,Smi,Social Studies Strategies,A,2,1103,,Qtr4
Kam,Smi,Steps 1,A,3,,,Qtr4
Kam,Smi,Steps 1,A,4,,,Qtr4
Kam,Smi,Steps 1,B,3,,,Qtr4
Kam,Smi,Steps 1,B,4,,,Qtr4
Jam,Swe,Advisory Grade 9,A,Advisory,3402,,Qtr4
Jam,Swe,Biology,A,1,1202,,Qtr4
Jam,Swe,Integrated Math I,B,3,4410,D Lunch,Qtr4
Jam,Swe,Integrated Math I Standards,B,4,1104,,Qtr4
Jam,Swe,Quest English 9,A,3,3106,B Lunch,Qtr4
Jam,Swe,Reading Standards 5,B,2,3409,,Qtr4
Jam,Swe,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Jam,Swe,Spanish 1,A,2,4106,,Qtr4
Jam,Swe,World History,A,4,3402,,Qtr4
Mar,Tho,Advisory,A,Advisory,4112,,Qtr4
Mar,Tho,Biology Standards,A,1,4104,,Qtr4
Mar,Tho,Chemistry Standards,A,2,4104,,Qtr4
Mar,Tho,Critical Ethnic Studies,B,2,4414,,Qtr4
Mar,Tho,Integrated Math I Standards,B,4,1104,,Qtr4
Mar,Tho,Reading Standards 6,B,1,4112,,Qtr4
Mar,Tho,Skills for Coll & Car Readi 1,A,4,4112,,Qtr4
Mar,Tho,Strength & Fitness Training,B,3,1117,D Lunch,Qtr4
Mar,Tho,US History Standards,A,3,4414,C Lunch,Qtr4
Auv,Tim,Advisory Grade 9,A,Advisory,1317,,Qtr4
Auv,Tim,Biology,A,2,2304,,Qtr4
Auv,Tim,"Drawing, Beginning",B,1,1303,,Qtr4
Auv,Tim,Integrated Math I,B,3,4410,D Lunch,Qtr4
Auv,Tim,Quest English 9,A,4,3106,,Qtr4
Auv,Tim,Reading Standards 5,B,2,3409,,Qtr4
Auv,Tim,Skills for Coll & Car Readi 1,A,1,3410,,Qtr4
Auv,Tim,Strength & Fitness Training,A,3,1117,D Lunch,Qtr4
Auv,Tim,World History,B,4,3404,,Qtr4
Xay,Tra,Advisory Grade 10,A,Advisory,2304,,Qtr4
Xay,Tra,Chemistry,A,2,2307,,Qtr4
Xay,Tra,Human Geography,A,1,3401,,Qtr4
Xay,Tra,Integrated Math II,B,4,4403,,Qtr4
Xay,Tra,Integrated Math II Standards,A,4,3420,,Qtr4
Xay,Tra,Quest English 10,B,1,4114,,Qtr4
Xay,Tra,Reading Standards 5,B,3,3409,B Lunch,Qtr4
Xay,Tra,Skills for Coll & Car Readi 1,B,2,4104,,Qtr4
Xay,Tra,Strength & Fitness Training,A,3,1117,D Lunch,Qtr4
Pao,Tri,Advisory Grade 10,A,Advisory,1308,,Qtr4
Pao,Tri,"Biology, Accelerated",A,3,1202,A Lunch,Qtr4
Pao,Tri,"Ceramics, Beginning",A,2,1308,,Qtr4
Pao,Tri,Critical Ethnic Studies,B,4,2403,,Qtr4
Pao,Tri,Human Geography,A,1,3401,,Qtr4
Pao,Tri,Integrated Math II,B,3,4403,D Lunch,Qtr4
Pao,Tri,Quest English 10,B,1,4114,,Qtr4
Pao,Tri,Skills for Coll & Car Readi 1,A,4,3118,,Qtr4
Pao,Tri,Street Law,B,2,3404,,Qtr4
Dec,Ull,Advisory Grade 12,A,Advisory,1203,,Qtr4
Dec,Ull,Late Start,A,1,,,Qtr4
Dec,Ull,Quest World Literature,A,2,3415,,Qtr4
Dec,Ull,Skills for Coll & Car Readi 1,B,1,4104,,Qtr4
Dec,Ull,US Government,B,2,3407,,Qtr4
Tig,Val,Advisory Grade 10,A,Advisory,2304,,Qtr4
Tig,Val,AP Human Geography,B,2,3406,,Qtr4
Tig,Val,AVID 10,A,4,3408,,Qtr4
Tig,Val,Chemistry,B,3,2304,A Lunch,Qtr4
Tig,Val,Health: Individual & Community,A,2,1415,,Qtr4
Tig,Val,Integrated Math II,B,4,4403,,Qtr4
Tig,Val,Quest English 10,B,1,4114,,Qtr4
Tig,Val,Skills for Coll & Car Readi 1,A,1,3410,,Qtr4
Tig,Val,Spanish 2,A,3,4109,C Lunch,Qtr4
Ann,Wal,Advisory Grade 9,A,Advisory,2312,,Qtr4
Ann,Wal,Band Intermediate,B,2,2507,,Qtr4
Ann,Wal,"Biology, Accelerated",B,3,2406,A Lunch,Qtr4
Ann,Wal,Integrated Math I,A,2,4408,,Qtr4
Ann,Wal,Quest English 9,A,4,3106,,Qtr4
Ann,Wal,Reading Standards 5,B,4,3409,,Qtr4
Ann,Wal,Soccer,B,1,1501,,Qtr4
Ann,Wal,Spanish 1,A,1,4109,,Qtr4
Ann,Wal,World History,A,3,3402,B Lunch,Qtr4
Had,Whi,Advisory Grade 9,A,Advisory,4410,,Qtr4
Had,Whi,AVID 9,B,4,3107,,Qtr4
Had,Whi,Band Intermediate,B,3,2507,D Lunch,Qtr4
Had,Whi,"Biology, Accelerated",A,3,1202,A Lunch,Qtr4
Had,Whi,French 1,A,4,4108,,Qtr4
Had,Whi,Integrated Math I,A,1,4417,,Qtr4
Had,Whi,Quest English 9,B,1,3103,,Qtr4
Had,Whi,Skills for Coll & Car Readi 1,A,2,4112,,Qtr4
Had,Whi,"World History, Accelerated",B,2,3402,,Qtr4
Ama,Wil,Advisory Grade 11,A,Advisory,4117,,Qtr4
Ama,Wil,Auto Technology 2,B,3,1214,A Lunch,Qtr4
Ama,Wil,AVID 11,B,2,3405,,Qtr4
Ama,Wil,Integrated Math III,B,1,4407,,Qtr4
Ama,Wil,Physics,A,1,2405,,Qtr4
Ama,Wil,Quest Science Fiction,A,2,3102,,Qtr4
Ama,Wil,Reading Standards 7,B,4,4112,,Qtr4
Ama,Wil,US History Survey,A,4,1317,,Qtr4
Ada,Wil,Advisory Grade 9,A,Advisory,4109,,Qtr4
Ada,Wil,Biology,B,2,1203,,Qtr4
Ada,Wil,Integrated Math I,B,3,4410,D Lunch,Qtr4
Ada,Wil,"Music Production, Beginning",B,4,1119,,Qtr4
Ada,Wil,Quest English 9,A,4,3106,,Qtr4
Ada,Wil,Skills for Coll & Car Readi 1,B,1,3420,,Qtr4
Ada,Wil,Spanish 1,A,2,4109,,Qtr4
Ada,Wil,World History,A,1,3404,,Qtr4
Ada,Wil,World History,A,3,3403,B Lunch,Qtr4
Ca',Wil,Advisory Grade 12,A,Advisory,3408,,Qtr4
Ca',Wil,Early Release,A,3,,,Qtr4
Ca',Wil,Early Release,A,4,,,Qtr4
Ca',Wil,Early Release,B,3,,,Qtr4
Ca',Wil,Early Release,B,4,,,Qtr4
Ca',Wil,Quest Science Fiction,A,2,3102,,Qtr4
Ca',Wil,Skills for Coll & Car Readi 1,B,1,4104,,Qtr4
Ca',Wil,US Government,B,2,3407,,Qtr4
Kha,Wil,Advisory Grade 12,A,Advisory,3102,,Qtr4
Kha,Wil,AVID 12,B,2,3103,,Qtr4
Kha,Wil,Early Release,A,4,,,Qtr4
Kha,Wil,Early Release,B,4,,,Qtr4
Kha,Wil,IB DP Math Analysis SL (Calc),A,2,4403,,Qtr4
Kha,Wil,Late Start,A,1,,,Qtr4
Kha,Wil,Late Start,B,1,,,Qtr4
Kha,Wil,Quest Science Fiction,B,3,3102,B Lunch,Qtr4
Kha,Wil,Skills for Coll & Car Readi 1,A,3,4104,,Qtr4
MaK,Wis,Advisory Grade 10,A,Advisory,4406,,Qtr4
MaK,Wis,Chemistry,B,3,2304,A Lunch,Qtr4
MaK,Wis,Critical Ethnic Studies,B,4,2403,,Qtr4
MaK,Wis,Earth and Space,A,3,1203,A Lunch,Qtr4
